unix_time_offset,x_norm,y_norm,z,qx,qy,qz,qw
1212.02086853981,2950.23234071117,-333.410909697064,1.981629076,-0.03295281,0.00867801,0.643735822,0.764488715
1212.21177744865,2950.35129168117,-332.903911808971,1.98701944,-0.037373572,0.00878867,0.644050303,0.764019098
1212.40366506577,2950.47024189821,-332.408037011046,1.985583309,-0.039921969,0.009909502,0.644281622,0.763681367
1212.61057257652,2950.61491769319,-331.817162406049,1.975105664,-0.03946212,0.011617862,0.644589003,0.76342176
1212.80241060257,2950.73813522421,-331.318937235046,1.961139097,-0.036409406,0.012586478,0.64491722,0.763280889
1213.01033711433,2950.8544744472,-330.842266579974,1.945674475,-0.031441391,0.013212336,0.645412046,0.763072843
1213.21716356277,2951.00333988806,-330.209051643964,1.927552401,-0.024413049,0.014679636,0.64508101,0.763583003
1213.42511749268,2951.11197532015,-329.734717083978,1.916785535,-0.021143741,0.016012625,0.644174979,0.764418167
1213.6160736084,2951.21643610112,-329.277955083991,1.908054667,-0.019266373,0.016521058,0.643337153,0.765162185
1213.80695581436,2951.35917361127,-328.652053368045,1.901086115,-0.017759219,0.014821257,0.642595435,0.765856415
1213.99871444702,2951.47431293922,-328.146797065041,1.9024783,-0.018046935,0.010732067,0.642645238,0.765876118
1214.22157979012,2951.60622291313,-327.548831498018,1.914811544,-0.020089837,0.006766052,0.642960423,0.765605978
1214.42849397659,2951.71225108625,-327.048295074026,1.92689603,-0.02295518,0.007151866,0.643342702,0.765200678
1214.60443377495,2951.81397733744,-326.564500437002,1.936399367,-0.026647832,0.00981382,0.643870596,0.764607244
1214.79640984535,2951.93329068413,-325.998253952013,1.943106315,-0.030842617,0.013598977,0.644972467,0.76346206
1215.0031812191,2952.0513893282,-325.44197383197,1.944036614,-0.033062976,0.015732928,0.646284495,0.762217598
1215.21017074585,2952.15683542611,-324.952809966984,1.939051344,-0.032993037,0.014974158,0.64744516,0.761250287
1215.40220117569,2952.27820683224,-324.397017442971,1.93096009,-0.032209998,0.012478023,0.649029703,0.75997846
1215.60890603065,2952.3973312364,-323.843187386985,1.929696673,-0.031644311,0.011299308,0.650754643,0.758544236
1215.8158595562,2952.49488096731,-323.368700366002,1.935955652,-0.031162136,0.012307064,0.652376948,0.757153733
1216.02362418175,2952.61666686414,-322.748622765066,1.945001374,-0.030807944,0.015032096,0.65418348,0.755558655
1216.19965267181,2952.70415464416,-322.290195618058,1.946539287,-0.030639329,0.016534388,0.65518255,0.754667922
1216.40757656097,2952.79419240914,-321.808553642011,1.943632006,-0.029908399,0.016897845,0.656051254,0.75393415
1216.61449098587,2952.90082881227,-321.228209897992,1.934827613,-0.028070646,0.014897001,0.656926613,0.753284503
1216.80532836914,2952.98730836716,-320.743158622994,1.929606863,-0.026611298,0.012139043,0.657804427,0.752620634
1216.99727058411,2953.06629260024,-320.271965090069,1.929126264,-0.025790876,0.009708892,0.658469674,0.752102557
1217.22002887726,2953.16124699637,-319.669115163037,1.924016022,-0.024919726,0.007673983,0.65894955,0.751735065
1217.41120266914,2953.23506020615,-319.183958136011,1.914630229,-0.024961013,0.007499739,0.659560032,0.751199885
1217.60291981697,2953.30513139116,-318.714051987976,1.903044163,-0.025622544,0.008057991,0.66050789,0.750338511
1217.82576274872,2953.39766793419,-318.094849140034,1.884649744,-0.027523501,0.009333335,0.661524459,0.749360218
1218.00178146362,2953.46627632622,-317.640057701035,1.869978275,-0.029118599,0.009702874,0.66190406,0.74895993
1218.22556829453,2953.5530606932,-317.041768896976,1.850910427,-0.030353446,0.009820631,0.6620877,0.74874702
1218.43239188194,2953.62292962521,-316.530067412998,1.835769274,-0.030001397,0.009557407,0.662152719,0.748707118
1218.60747623444,2953.68543214817,-316.052656188025,1.823678697,-0.027905224,0.009237392,0.661996499,0.748930307
1218.81419301033,2953.74658860546,-315.573360766983,1.816685583,-0.025017814,0.009433765,0.661633111,0.749350878
1219.00607800484,2953.82566537941,-314.957768438035,1.819047384,-0.02047293,0.009176841,0.661224663,0.749852379
1219.21402716637,2953.89259294514,-314.445244082017,1.829957545,-0.017595011,0.008156941,0.66114285,0.750009341
1219.42185378075,2953.95580160338,-313.958033725037,1.840596142,-0.017751001,0.007395545,0.661367912,0.749815106
1219.61284947395,2954.03754015313,-313.316087392974,1.848279427,-0.022358342,0.008293413,0.662434982,0.748739753
1219.81962275505,2954.10033945506,-312.817743452033,1.842306675,-0.027284958,0.010531923,0.663310493,0.747772559
1220.0116508007,2954.16087701311,-312.326658222009,1.826320755,-0.031613018,0.012629687,0.663959946,0.746992837
1220.20344781876,2954.23853623308,-311.709131708019,1.799353312,-0.034736906,0.011855673,0.66461609,0.746282951
1220.41151022911,2954.30724657606,-311.183537521982,1.779232312,-0.035179076,0.008164564,0.664839715,0.746112543
1220.60333156586,2954.36819708114,-310.710799286026,1.772659932,-0.033261533,0.005793268,0.664646642,0.746394634
1220.81023669243,2954.44928232208,-310.052907865029,1.778469096,-0.028812236,0.007705168,0.66427203,0.746895679
1221.01723504066,2954.50977000408,-309.542184717022,1.784303509,-0.025859741,0.013095518,0.663888061,0.74726998
